replay,player,day,animals_COW,animals_GOOSE,animals_SHEEP,plants_CARROT,plants_MELON,plants_STRAWBERRY,plants_TOMATO,plants_WHEAT,tiles_planted_today_CARROT,tiles_planted_today_MELON,tiles_planted_today_STRAWBERRY,tiles_planted_today_TOMATO,tiles_planted_today_WHEAT,land_owned,hands,money
episode-98419962-replay,0,15,7,0,12,0,13,22,0,18,0,0,0,0,12,3,0,25497.0
episode-98419962-replay,0,16,7,0,12,0,3,21,0,18,0,0,0,0,3,3,0,38246.0
episode-98419962-replay,0,17,7,0,12,0,3,21,0,20,0,0,0,0,5,3,0,45518.0
episode-98419962-replay,0,18,7,0,12,0,2,21,0,24,0,0,0,0,6,3,0,55090.0
episode-98419962-replay,0,19,7,0,12,0,0,19,0,28,0,0,0,0,14,3,0,59727.0
episode-98419962-replay,0,20,7,0,13,0,0,18,0,30,0,0,0,0,5,3,0,66934.0
episode-98419962-replay,0,21,7,0,13,0,0,11,0,31,0,0,0,0,7,3,0,72829.0
episode-98419962-replay,0,22,7,0,13,0,0,6,0,34,0,0,0,0,8,3,0,76612.0
episode-98419962-replay,0,23,7,0,13,0,0,5,0,29,0,0,0,0,10,3,0,81657.0
episode-98419962-replay,0,24,7,0,13,0,0,4,0,38,0,0,0,0,14,3,0,88539.0
episode-98419962-replay,0,25,7,0,13,0,0,2,0,35,0,0,0,0,3,3,0,93145.0
episode-98419962-replay,0,26,7,0,13,0,0,0,0,26,0,0,0,0,0,3,0,100408.0
episode-98419962-replay,0,27,7,0,13,0,0,0,0,16,0,0,0,0,0,3,0,107236.0
episode-98419962-replay,0,28,7,0,7,0,0,0,0,3,0,0,0,0,0,3,0,112928.0
episode-98419962-replay,0,29,7,0,7,0,0,0,0,0,0,0,0,0,0,3,12,120284.0
episode-98419962-replay,1,0,2,0,2,0,11,0,0,6,0,11,0,0,6,1,0,138.0
episode-98419962-replay,1,1,2,0,2,0,11,0,0,7,0,0,0,0,1,1,0,380.0
episode-98419962-replay,1,2,2,0,2,0,11,0,0,10,0,0,0,0,3,1,0,354.0
episode-98419962-replay,1,3,2,0,2,0,11,0,0,10,0,0,0,0,0,1,0,901.0
episode-98419962-replay,1,4,2,0,2,0,11,0,0,4,0,0,0,0,0,1,0,394.0
episode-98419962-replay,1,5,3,0,3,0,11,0,0,3,0,0,0,0,0,1,0,809.0
episode-98419962-replay,1,6,4,0,3,0,11,11,0,0,0,0,11,0,0,2,0,518.0
episode-98419962-replay,1,7,4,0,3,0,11,18,0,3,0,0,7,0,3,2,0,664.0
episode-98419962-replay,1,8,6,0,3,0,11,21,0,3,0,0,3,0,0,2,0,2120.0
episode-98419962-replay,1,9,6,0,6,0,11,21,0,3,0,0,0,0,0,2,0,2466.0
episode-98419962-replay,1,10,6,0,7,0,0,23,0,3,0,0,2,0,0,3,0,13611.0
episode-98419962-replay,1,11,6,0,9,0,0,24,0,22,0,0,1,0,22,3,0,15493.0
episode-98419962-replay,1,12,6,0,9,0,0,24,0,33,0,0,0,0,11,3,0,18618.0
episode-98419962-replay,1,13,6,0,9,0,0,24,0,36,0,0,0,0,3,3,0,19597.0
episode-98419962-replay,1,14,6,0,9,0,0,24,0,36,0,0,0,0,0,3,0,20992.0
episode-98419962-replay,1,15,6,0,9,0,0,24,0,27,0,0,0,0,13,3,0,24368.0
episode-98419962-replay,1,16,6,0,9,0,0,24,0,30,0,0,0,0,13,3,0,33628.0
episode-98419962-replay,1,17,6,0,9,0,0,24,0,35,0,0,0,0,9,3,0,40624.0
episode-98419962-replay,1,18,6,0,10,0,0,24,0,35,0,0,0,0,0,3,0,50727.0
episode-98419962-replay,1,19,6,0,10,0,0,24,0,26,0,0,0,0,4,3,0,54753.0
episode-98419962-replay,1,20,6,0,10,0,0,24,0,26,0,0,0,0,13,3,0,59921.0
episode-98419962-replay,1,21,6,0,10,0,0,24,0,31,0,0,0,0,14,3,0,64755.0
episode-98419962-replay,1,22,6,0,10,0,0,13,0,45,0,0,0,0,14,3,0,68364.0
episode-98419962-replay,1,23,6,0,10,0,0,7,0,48,0,0,0,0,7,3,0,73093.0
episode-98419962-replay,1,24,6,0,10,0,0,3,0,48,0,0,0,0,13,3,0,77380.0
episode-98419962-replay,1,25,6,0,10,0,0,3,0,51,0,0,0,0,17,3,0,82116.0
episode-98419962-replay,1,26,6,0,10,0,0,1,0,54,0,0,0,0,17,3,0,86925.0
episode-98419962-replay,1,27,6,0,10,0,0,0,0,47,0,0,0,0,0,3,0,94526.0
episode-98419962-replay,1,28,6,0,10,0,0,0,0,34,0,0,0,0,0,3,0,98743.0
episode-98419962-replay,1,29,6,0,10,0,0,0,0,9,0,0,0,0,0,3,8,106255.0
episode-98488484-replay,0,0,3,0,2,0,5,0,0,8,0,5,0,0,8,1,0,64.0
episode-98488484-replay,0,1,3,0,2,0,5,0,0,12,0,0,0,0,4,1,0,17.0
episode-98488484-replay,0,2,3,0,2,0,5,2,0,13,0,0,2,0,1,1,0,22.0
episode-98488484-replay,0,3,3,0,2,0,5,2,0,13,0,0,0,0,0,1,0,310.0
episode-98488484-replay,0,4,3,0,2,0,5,7,0,8,0,0,5,0,3,1,0,84.0
episode-98488484-replay,0,5,3,0,2,0,5,11,0,4,0,0,4,0,0,2,0,13.0
episode-98488484-replay,0,6,3,0,5,0,13,11,0,9,0,8,0,0,6,2,0,46.0
episode-98488484-replay,0,7,3,0,6,0,14,14,0,11,0,1,3,0,2,2,0,13.0
episode-98488484-replay,0,8,3,0,8,0,15,19,0,11,0,1,5,0,3,3,0,16.0
episode-98488484-replay,0,9,3,0,9,0,15,23,0,12,0,0,4,0,1,3,0,362.0
episode-98488484-replay,0,10,3,0,9,0,13,23,0,10,0,3,1,0,0,3,0,6510.0
episode-98488484-replay,0,11,4,0,12,0,13,25,0,13,0,0,2,0,9,3,0,6202.0
episode-98488484-replay,0,12,5,0,12,0,13,25,0,16,0,0,0,0,6,3,0,12940.0
episode-98488484-replay,0,13,5,0,12,0,13,25,0,17,0,0,0,0,2,3,0,15103.0
episode-98488484-replay,0,14,5,0,12,0,13,25,0,18,0,0,0,0,1,3,0,19933.0
episode-98488484-replay,0,15,6,0,12,0,13,25,0,16,0,0,0,0,7,3,0,27247.0
episode-98488484-replay,0,16,6,0,12,0,4,24,0,17,0,0,0,0,3,3,0,38243.0
episode-98488484-replay,0,17,6,0,12,0,3,24,0,13,0,0,0,0,3,3,0,46617.0
episode-98488484-replay,0,18,6,0,12,0,3,24,0,18,0,1,0,0,6,3,0,56903.0
episode-98488484-replay,0,19,6,0,12,0,2,22,0,24,0,0,0,0,12,3,0,62123.0
episode-98488484-replay,0,20,6,0,12,0,1,22,0,30,0,0,0,0,8,3,0,71727.0
episode-98488484-replay,0,21,6,0,12,0,1,17,0,32,0,0,0,0,5,3,0,79496.0
episode-98488484-replay,0,22,6,0,12,0,1,14,0,38,0,0,0,0,13,3,0,83141.0
episode-98488484-replay,0,23,6,0,12,0,1,14,0,38,0,0,0,0,12,3,0,90593.0
episode-98488484-replay,0,24,7,0,13,0,1,12,0,37,0,0,0,0,9,3,0,100834.0
episode-98488484-replay,0,25,6,0,12,0,1,7,0,37,0,0,0,0,6,3,0,103562.0
episode-98488484-replay,0,26,6,0,12,0,1,3,0,27,0,0,0,0,0,3,0,111529.0
episode-98488484-replay,0,27,6,0,12,0,1,2,0,15,0,0,0,0,0,3,0,121586.0
episode-98488484-replay,0,28,6,0,6,0,0,0,0,6,0,0,0,0,0,3,0,127274.0
episode-98488484-replay,0,29,6,0,6,0,0,0,0,0,0,0,0,0,0,3,12,136103.0
episode-98488484-replay,1,0,2,0,2,0,11,0,0,6,0,11,0,0,6,1,0,138.0
episode-98488484-replay,1,1,2,0,2,0,11,0,0,7,0,0,0,0,1,1,0,380.0
episode-98488484-replay,1,2,2,0,2,0,11,0,0,10,0,0,0,0,3,1,0,354.0
episode-98488484-replay,1,3,2,0,2,0,11,0,0,10,0,0,0,0,0,1,0,901.0
episode-98488484-replay,1,4,2,0,2,0,11,2,0,4,0,0,2,0,0,1,0,566.0
episode-98488484-replay,1,5,2,0,2,0,11,3,0,13,0,0,1,0,10,2,0,182.0
episode-98488484-replay,1,6,2,0,2,0,11,10,0,13,0,0,7,0,3,2,0,1245.0
episode-98488484-replay,1,7,5,0,2,0,11,17,0,13,0,0,7,0,0,2,0,372.0
episode-98488484-replay,1,8,6,0,3,0,11,17,0,13,0,0,0,0,0,2,0,1798.0
episode-98488484-replay,1,9,7,0,3,0,11,23,0,10,0,0,6,0,7,3,0,775.0
episode-98488484-replay,1,10,7,0,4,0,0,23,0,10,0,0,1,0,0,3,0,17039.0
episode-98488484-replay,1,11,7,0,8,0,0,23,0,26,0,0,0,0,19,3,0,14326.0
episode-98488484-replay,1,12,7,0,9,0,0,24,0,35,0,0,1,0,9,3,0,16973.0
episode-98488484-replay,1,13,7,0,9,0,0,24,0,33,0,0,0,0,5,3,0,17156.0
episode-98488484-replay,1,14,7,0,10,0,0,24,0,34,0,0,0,0,1,3,0,18800.0
episode-98488484-replay,1,15,7,0,10,0,0,24,0,27,0,0,0,0,11,3,0,26973.0
episode-98488484-replay,1,16,7,0,10,0,0,24,0,30,0,0,0,0,13,3,0,32935.0
episode-98488484-replay,1,17,7,0,10,0,0,24,0,34,0,0,0,0,9,3,0,44571.0
episode-98488484-replay,1,18,7,0,10,0,0,24,0,34,0,0,0,0,0,3,0,52316.0
episode-98488484-replay,1,19,7,0,10,0,0,24,0,29,0,0,0,0,7,3,0,59411.0
episode-98488484-replay,1,20,7,0,10,0,0,23,0,26,0,0,0,0,9,3,0,68843.0
episode-98488484-replay,1,21,7,0,10,0,0,20,0,26,0,0,0,0,10,3,0,78033.0
episode-98488484-replay,1,22,7,0,10,0,0,13,0,37,0,0,0,0,11,3,0,81592.0
episode-98488484-replay,1,23,7,0,10,0,0,9,0,38,0,0,0,0,8,3,0,90254.0
episode-98488484-replay,1,24,7,0,10,0,0,8,0,46,0,0,0,0,17,3,0,95559.0
episode-98488484-replay,1,25,7,0,10,0,0,2,0,51,0,0,0,0,15,3,0,100187.0
episode-98488484-replay,1,26,7,0,10,0,0,1,0,51,0,0,0,0,11,3,0,107922.0
episode-98488484-replay,1,27,7,0,10,0,0,1,0,43,0,0,0,0,0,3,0,115200.0
episode-98488484-replay,1,28,7,0,10,0,0,1,0,26,0,0,0,0,0,3,0,122114.0
episode-98488484-replay,1,29,7,0,10,0,0,0,0,5,0,0,0,0,0,3,8,133369.0
episode-98563772-replay,0,0,3,0,2,0,5,0,0,8,0,5,0,0,8,1,0,64.0
episode-98563772-replay,0,1,3,0,2,0,5,0,0,12,0,0,0,0,4,1,0,17.0
episode-98563772-replay,0,2,3,0,2,0,5,2,0,13,0,0,2,0,1,1,0,22.0
episode-98563772-replay,0,3,3,0,2,0,5,2,0,13,0,0,0,0,0,1,0,310.0
episode-98563772-replay,0,4,3,0,2,0,5,7,0,8,0,0,5,0,3,1,0,84.0
episode-98563772-replay,0,5,3,0,2,0,5,11,0,4,0,0,4,0,0,2,0,13.0
episode-98563772-replay,0,6,7,0,2,0,14,11,0,7,0,9,0,0,4,2,0,24.0
episode-98563772-replay,0,7,7,0,2,0,14,12,0,14,0,0,1,0,7,2,0,20.0
episode-98563772-replay,0,8,7,0,3,0,15,19,0,12,0,1,7,0,1,3,0,152.0
episode-98563772-replay,0,9,9,0,3,0,15,30,0,12,0,0,11,0,0,3,0,694.0
episode-98563772-replay,0,10,9,0,3,0,10,36,0,9,0,0,6,0,0,3,0,8205.0
episode-98563772-replay,0,11,9,0,3,0,10,46,0,5,0,0,10,0,3,3,0,8892.0
episode-98563772-replay,0,12,11,0,3,0,10,48,0,3,0,0,2,0,0,3,0,10433.0
episode-98563772-replay,0,13,11,0,3,0,10,48,0,3,0,0,0,0,0,3,0,11469.0
episode-98563772-replay,0,14,11,0,3,0,10,47,0,3,0,0,0,0,0,3,0,20004.0
episode-98563772-replay,0,15,11,0,3,0,10,47,0,3,0,0,0,0,3,3,0,23299.0
episode-98563772-replay,0,16,11,0,3,0,1,47,0,7,0,0,0,0,4,3,0,37622.0
episode-98563772-replay,0,17,11,0,3,0,1,47,0,9,0,0,0,0,2,3,0,43064.0
episode-98563772-replay,0,18,11,0,3,0,0,47,0,12,0,0,0,0,4,3,0,51881.0
episode-98563772-replay,0,19,11,0,3,0,0,45,0,12,0,0,0,0,2,3,0,58565.0
episode-98563772-replay,0,20,11,0,3,0,0,45,0,10,0,0,0,0,2,3,0,71011.0
episode-98563772-replay,0,21,11,0,3,0,0,40,0,13,0,0,0,0,5,3,0,77362.0
episode-98563772-replay,0,22,11,0,3,0,0,36,0,17,0,0,0,0,8,3,0,85985.0
episode-98563772-replay,0,23,11,0,3,0,0,36,0,19,0,0,0,0,4,3,0,94051.0
episode-98563772-replay,0,24,11,0,3,0,0,35,0,19,0,0,0,0,2,3,0,99899.0
episode-98563772-replay,0,25,11,0,3,0,0,28,0,25,0,0,0,0,12,3,0,105219.0
episode-98563772-replay,0,26,11,0,3,11,0,17,0,22,11,0,0,0,4,3,0,110311.0
episode-98563772-replay,0,27,11,0,3,11,0,11,0,18,0,0,0,0,0,3,0,115227.0
episode-98563772-replay,0,28,11,0,1,11,0,1,0,16,0,0,0,0,0,3,0,118096.0
episode-98563772-replay,0,29,11,0,1,2,0,0,0,4,0,0,0,0,0,3,12,124472.0
episode-98563772-replay,1,0,2,0,2,0,11,0,0,6,0,11,0,0,6,1,0,138.0
episode-98563772-replay,1,1,2,0,2,0,11,0,0,7,0,0,0,0,1,1,0,380.0
episode-98563772-replay,1,2,2,0,2,0,11,0,0,10,0,0,0,0,3,1,0,354.0
episode-98563772-replay,1,3,2,0,2,0,11,0,0,10,0,0,0,0,0,1,0,901.0
episode-98563772-replay,1,4,2,0,2,0,11,2,0,4,0,0,2,0,0,1,0,566.0
episode-98563772-replay,1,5,2,0,2,0,11,3,0,13,0,0,1,0,10,2,0,182.0
episode-98563772-replay,1,6,2,0,2,0,11,13,0,14,0,0,10,0,4,2,0,1382.0
episode-98563772-replay,1,7,5,0,2,0,11,16,0,13,0,0,3,0,0,2,0,423.0
episode-98563772-replay,1,8,7,0,2,0,11,16,0,13,0,0,0,0,0,2,0,2163.0
episode-98563772-replay,1,9,10,0,2,0,11,18,0,7,0,0,2,0,3,2,0,2198.0
episode-98563772-replay,1,10,11,0,2,0,0,22,0,5,0,0,4,0,0,3,0,13000.0
episode-98563772-replay,1,11,12,0,2,0,0,42,0,18,0,0,20,0,15,3,0,13681.0
episode-98563772-replay,1,12,12,0,2,0,0,42,0,19,0,0,0,0,1,3,0,16839.0
episode-98563772-replay,1,13,12,0,2,0,0,42,0,19,0,0,0,0,3,3,0,16545.0
episode-98563772-replay,1,14,12,0,2,0,0,42,0,19,0,0,0,0,0,3,0,18325.0
episode-98563772-replay,1,15,12,0,2,4,0,42,0,11,4,0,0,0,7,3,0,23471.0
episode-98563772-replay,1,16,12,0,2,7,0,42,0,12,3,0,0,0,2,3,0,31044.0
episode-98563772-replay,1,17,12,0,2,7,0,42,0,12,0,0,0,0,3,3,0,40381.0
episode-98563772-replay,1,18,12,0,2,7,0,42,0,10,4,0,0,0,0,3,0,42746.0
episode-98563772-replay,1,19,12,0,2,5,0,42,0,9,1,0,0,0,6,3,0,53131.0
episode-98563772-replay,1,20,12,0,2,6,0,40,0,10,1,0,0,0,3,3,0,59360.0
episode-98563772-replay,1,21,12,0,3,5,0,39,0,10,3,0,0,0,1,3,0,68991.0
episode-98563772-replay,1,22,12,0,4,5,0,29,0,18,1,0,0,0,8,3,0,80337.0
episode-98563772-replay,1,23,12,0,4,5,0,26,0,23,1,0,0,0,11,3,0,90923.0
episode-98563772-replay,1,24,12,0,4,5,0,26,0,25,3,0,0,0,5,3,0,101037.0
episode-98563772-replay,1,25,12,0,4,6,0,24,0,28,2,0,0,0,4,3,0,106256.0
episode-98563772-replay,1,26,12,0,4,5,0,20,0,30,0,0,0,0,10,3,0,110756.0
episode-98563772-replay,1,27,12,0,4,2,0,0,0,19,0,0,0,0,0,3,0,118204.0
episode-98563772-replay,1,28,12,0,4,0,0,0,0,14,0,0,0,0,0,3,0,125687.0
episode-98563772-replay,1,29,12,0,4,0,0,0,0,0,0,0,0,0,0,3,8,129630.0
episode-98563775-replay,0,0,3,0,2,0,5,0,0,8,0,5,0,0,8,1,0,64.0
episode-98563775-replay,0,1,3,0,2,0,5,0,0,12,0,0,0,0,4,1,0,17.0
episode-98563775-replay,0,2,3,0,2,0,5,2,0,13,0,0,2,0,1,1,0,22.0
episode-98563775-replay,0,3,3,0,2,0,5,2,0,13,0,0,0,0,0,1,0,310.0
episode-98563775-replay,0,4,3,0,2,0,5,7,0,8,0,0,5,0,3,1,0,84.0
episode-98563775-replay,0,5,3,0,2,0,5,11,0,4,0,0,4,0,0,2,0,13.0
episode-98563775-replay,0,6,4,0,4,0,14,11,0,9,0,9,0,0,6,2,0,24.0
episode-98563775-replay,0,7,4,1,4,0,14,14,0,11,0,0,3,0,2,2,0,18.0
episode-98563775-replay,0,8,4,1,4,0,15,21,0,14,0,1,7,0,5,3,0,10.0
episode-98563775-replay,0,9,4,1,5,0,17,24,0,15,0,2,3,0,2,3,0,22.0
episode-98563775-replay,0,10,4,1,6,0,12,28,0,12,0,0,4,0,0,3,0,3421.0
episode-98563775-replay,0,11,4,1,8,0,12,33,0,11,0,0,5,0,7,3,0,2588.0
episode-98563775-replay,0,12,4,1,9,0,12,36,0,9,0,0,3,0,0,3,0,7641.0
episode-98563775-replay,0,13,4,1,11,0,12,38,0,7,0,0,2,0,0,3,0,7949.0
episode-98563775-replay,0,14,4,1,12,0,12,38,0,7,0,0,0,0,0,3,0,10279.0
episode-98563775-replay,0,15,4,1,12,0,12,38,0,6,0,0,0,0,4,3,0,18305.0
episode-98563775-replay,0,16,4,1,12,0,3,38,0,7,0,0,0,0,3,3,0,28417.0
episode-98563775-replay,0,17,4,1,12,0,3,38,0,10,0,0,0,0,3,3,0,34442.0
episode-98563775-replay,0,18,4,1,12,0,2,38,0,10,0,0,0,0,2,3,0,43115.0
episode-98563775-replay,0,19,4,1,12,0,1,36,0,13,0,0,0,0,7,3,0,50225.0
episode-98563775-replay,0,20,4,1,12,0,1,36,0,14,0,0,0,0,2,3,0,57284.0
episode-98563775-replay,0,21,4,1,12,0,0,31,0,13,0,0,0,0,3,3,0,64243.0
episode-98563775-replay,0,22,4,1,12,0,0,27,0,14,0,0,0,0,4,3,0,69938.0
episode-98563775-replay,0,23,4,1,12,0,0,27,0,21,0,0,0,0,12,3,0,81078.0
episode-98563775-replay,0,24,4,1,12,0,0,24,0,22,0,0,0,0,4,3,0,87770.0
episode-98563775-replay,0,25,4,1,12,7,0,17,0,23,7,0,0,0,3,3,0,94782.0
episode-98563775-replay,0,26,4,1,12,18,0,14,0,19,11,0,0,0,0,3,0,98593.0
episode-98563775-replay,0,27,4,1,12,18,0,10,0,8,0,0,0,0,0,3,0,102902.0
episode-98563775-replay,0,28,4,1,4,10,0,5,0,3,0,0,0,0,0,3,0,108890.0
episode-98563775-replay,0,29,4,1,5,0,0,2,0,0,0,0,0,0,0,3,12,115216.0
episode-98563775-replay,1,0,2,0,2,0,11,0,0,6,0,11,0,0,6,1,0,138.0
episode-98563775-replay,1,1,2,0,2,0,11,0,0,7,0,0,0,0,1,1,0,380.0
episode-98563775-replay,1,2,2,0,2,0,11,0,0,10,0,0,0,0,3,1,0,354.0
episode-98563775-replay,1,3,2,0,2,0,11,0,0,10,0,0,0,0,0,1,0,901.0
episode-98563775-replay,1,4,2,0,2,0,11,2,0,4,0,0,2,0,0,1,0,566.0
episode-98563775-replay,1,5,2,0,2,0,11,3,0,13,0,0,1,0,10,2,0,182.0
episode-98563775-replay,1,6,2,0,2,0,11,13,0,14,0,0,10,0,4,2,0,1382.0
episode-98563775-replay,1,7,5,0,2,0,11,16,0,14,0,0,3,0,0,2,0,423.0
episode-98563775-replay,1,8,6,0,2,0,11,16,0,14,0,0,0,0,0,2,0,1731.0
episode-98563775-replay,1,9,6,0,4,0,11,19,0,8,0,0,3,0,4,2,0,2096.0
episode-98563775-replay,1,10,6,0,5,0,0,23,0,7,0,0,4,0,1,3,0,13463.0
episode-98563775-replay,1,11,6,0,6,0,0,36,0,24,0,0,13,0,19,3,0,14096.0
episode-98563775-replay,1,12,6,0,6,0,0,36,0,27,0,0,0,0,3,3,0,15749.0
episode-98563775-replay,1,13,6,0,6,0,0,36,0,26,0,0,0,0,3,3,0,16287.0
episode-98563775-replay,1,14,6,0,6,0,0,36,0,27,0,0,0,0,2,3,0,16348.0
episode-98563775-replay,1,15,6,0,6,0,0,36,0,18,0,0,0,0,10,3,0,20790.0
episode-98563775-replay,1,16,6,0,6,0,0,36,0,26,0,0,0,0,11,3,0,27155.0
episode-98563775-replay,1,17,6,0,6,0,0,36,0,27,0,0,0,0,4,3,0,34322.0
episode-98563775-replay,1,18,6,0,6,0,0,36,0,27,0,0,0,0,2,3,0,39345.0
episode-98563775-replay,1,19,6,0,6,0,0,36,0,25,0,0,0,0,8,3,0,45812.0
episode-98563775-replay,1,20,6,0,6,0,0,34,0,26,0,0,0,0,12,3,0,52055.0
episode-98563775-replay,1,21,6,0,6,0,0,33,0,29,0,0,0,0,7,3,0,65279.0
episode-98563775-replay,1,22,6,0,6,0,0,23,0,34,0,0,0,0,7,3,0,71367.0
episode-98563775-replay,1,23,6,0,6,0,0,20,0,38,0,0,0,0,12,3,0,81645.0
episode-98563775-replay,1,24,6,0,6,0,0,20,0,37,0,0,0,0,11,3,0,88924.0
episode-98563775-replay,1,25,6,0,6,4,0,17,0,38,4,0,0,0,8,3,0,93631.0
episode-98563775-replay,1,26,6,0,6,4,0,13,0,43,0,0,0,0,12,3,0,101032.0
episode-98563775-replay,1,27,6,0,6,4,0,0,0,31,0,0,0,0,0,3,0,109253.0
episode-98563775-replay,1,28,6,0,6,0,0,0,0,20,0,0,0,0,0,3,0,116320.0
episode-98563775-replay,1,29,6,0,6,0,0,0,0,2,0,0,0,0,0,3,8,121463.0
episode-99058160-replay,0,0,2,0,2,0,11,0,0,6,0,11,0,0,6,1,0,138.0
episode-99058160-replay,0,1,2,0,2,0,11,0,0,7,0,0,0,0,1,1,0,380.0
episode-99058160-replay,0,2,2,0,2,0,11,0,0,10,0,0,0,0,3,1,0,354.0
episode-99058160-replay,0,3,2,0,2,0,11,0,0,10,0,0,0,0,0,1,0,901.0
episode-99058160-replay,0,4,2,0,2,0,11,2,0,4,0,0,2,0,0,1,0,566.0
episode-99058160-replay,0,5,2,0,2,0,11,3,0,13,0,0,1,0,10,2,0,159.0
episode-99058160-replay,0,6,2,0,2,0,11,13,0,14,0,0,10,0,4,2,0,1351.0
episode-99058160-replay,0,7,5,0,2,0,11,16,0,14,0,0,3,0,0,2,0,577.0
episode-99058160-replay,0,8,6,0,2,0,11,16,0,14,0,0,0,0,0,2,0,1819.0
episode-99058160-replay,0,9,6,0,2,0,11,26,0,7,0,0,10,0,3,3,0,572.0
episode-99058160-replay,0,10,6,0,2,0,0,29,0,7,0,0,3,0,0,3,0,17026.0
episode-99058160-replay,0,11,6,0,2,0,12,36,8,7,0,12,7,8,4,3,0,16326.0
episode-99058160-replay,0,12,8,0,2,0,12,36,8,7,0,0,0,0,0,3,0,17021.0
episode-99058160-replay,0,13,8,0,2,0,12,36,8,7,0,0,0,0,3,3,0,16793.0
episode-99058160-replay,0,14,8,0,2,0,12,36,8,7,0,0,0,0,0,3,0,18133.0
episode-99058160-replay,0,15,8,0,2,1,12,36,8,6,1,0,0,0,3,3,0,18275.0
episode-99058160-replay,0,16,8,0,2,1,12,36,8,6,0,0,0,0,0,3,0,22926.0
episode-99058160-replay,0,17,8,0,2,3,12,36,8,4,2,0,0,0,1,3,0,24001.0
episode-99058160-replay,0,18,8,0,2,3,12,36,8,6,1,0,0,0,2,3,0,26920.0
episode-99058160-replay,0,19,8,0,2,6,12,35,8,3,3,0,0,0,0,3,0,34307.0
episode-99058160-replay,0,20,8,0,2,6,12,32,8,3,2,0,0,0,0,3,0,36709.0
episode-99058160-replay,0,21,8,0,2,6,0,27,8,3,0,0,0,0,0,3,0,46998.0
episode-99058160-replay,0,22,8,0,2,14,0,22,8,5,12,0,0,0,5,3,0,48402.0
episode-99058160-replay,0,23,8,0,2,22,0,20,0,13,10,0,0,0,8,3,0,53751.0
episode-99058160-replay,0,24,8,0,2,29,0,20,0,13,7,0,0,0,0,3,0,55008.0
episode-99058160-replay,0,25,8,0,2,26,0,10,0,25,9,0,0,0,12,3,0,56119.0
episode-99058160-replay,0,26,8,0,2,16,0,7,0,38,0,0,0,0,18,3,0,60394.0
episode-99058160-replay,0,27,8,0,2,9,0,0,0,30,0,0,0,0,0,3,0,65570.0
episode-99058160-replay,0,28,8,0,2,0,0,0,0,30,0,0,0,0,0,3,0,72338.0
episode-99058160-replay,0,29,8,0,2,0,0,0,0,5,0,0,0,0,0,3,8,76603.0
episode-99058160-replay,1,0,2,0,2,7,8,0,0,3,7,8,0,0,3,1,0,42.0
episode-99058160-replay,1,1,2,0,2,7,8,0,0,3,0,0,0,0,0,1,0,42.0
episode-99058160-replay,1,2,2,0,2,7,8,1,0,3,0,0,1,0,0,1,0,317.0
episode-99058160-replay,1,3,2,0,2,0,8,5,0,3,0,0,4,0,0,1,0,503.0
episode-99058160-replay,1,4,3,0,2,0,8,10,0,0,0,0,5,0,0,1,0,80.0
episode-99058160-replay,1,5,4,0,2,0,8,10,0,0,0,0,0,0,0,1,0,392.0
episode-99058160-replay,1,6,4,0,3,0,8,15,0,3,0,0,5,0,3,2,0,55.0
episode-99058160-replay,1,7,4,0,3,0,8,23,0,10,0,0,8,0,7,2,0,34.0
episode-99058160-replay,1,8,4,0,3,0,8,23,0,12,0,0,0,0,2,2,0,2374.0
episode-99058160-replay,1,9,4,0,3,0,8,23,0,12,0,0,0,0,0,3,0,1055.0
episode-99058160-replay,1,10,4,0,3,3,5,32,0,17,3,5,9,0,8,3,0,59.0
episode-99058160-replay,1,11,4,0,3,3,10,32,0,14,0,5,0,0,4,3,0,9886.0
episode-99058160-replay,1,12,4,0,3,3,10,33,0,12,0,0,1,0,0,3,0,11030.0
episode-99058160-replay,1,13,4,0,3,0,10,35,0,13,0,0,2,0,1,3,0,14598.0
episode-99058160-replay,1,14,4,0,3,0,10,35,0,13,0,0,0,0,8,3,0,16886.0
episode-99058160-replay,1,15,4,0,3,0,10,35,0,12,0,0,0,0,3,3,0,20740.0
episode-99058160-replay,1,16,4,0,3,1,10,35,0,12,1,0,0,0,0,3,0,23567.0
episode-99058160-replay,1,17,4,0,3,2,10,35,0,11,1,0,0,0,0,3,0,26981.0
episode-99058160-replay,1,18,4,0,3,2,10,35,0,10,0,0,0,0,7,3,0,30608.0
episode-99058160-replay,1,19,4,0,3,1,10,34,0,10,0,0,0,0,3,3,0,36420.0
episode-99058160-replay,1,20,4,0,3,0,7,30,0,20,0,0,0,0,10,3,0,40367.0
episode-99058160-replay,1,21,4,0,3,0,0,25,0,32,0,0,0,0,12,3,0,47837.0
episode-99058160-replay,1,22,4,0,3,0,0,25,0,32,0,0,0,0,7,3,0,48702.0
episode-99058160-replay,1,23,4,0,3,0,0,20,0,38,0,0,0,0,9,3,0,51603.0
episode-99058160-replay,1,24,4,0,3,0,0,12,0,39,0,0,0,0,11,3,0,52456.0
episode-99058160-replay,1,25,4,0,3,13,0,12,0,27,13,0,0,0,0,3,0,54806.0
episode-99058160-replay,1,26,4,0,3,20,0,12,0,20,7,0,0,0,0,3,0,57124.0
episode-99058160-replay,1,27,4,0,3,27,0,3,0,11,14,0,0,0,0,3,0,57648.0
episode-99058160-replay,1,28,4,0,3,18,0,3,0,0,0,0,0,0,0,3,0,65597.0
